ID,source,source_language,target,target_language,x-context-pre,x-context-post
411,Here are some key points to guide this assignment towards success.,en,"A continuación, le proponemos cinco puntos clave para llevar este encargo a buen puerto.",es,<seg>Fear not.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Translate or Localize?<ept i='1'>{}</ept></seg>
412,<bpt i='1' type='bold'>{}</bpt>Translate or Localize?<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>¿Traducir o localizar?<ept i='1'>{}</ept>,es,<seg>Here are some key points to guide this assignment towards success.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>No!<ept i='1'>{}</ept></seg>
413,<bpt i='1' type='bold'>{}</bpt>No!<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>¡No!<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>Translate or Localize?<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Transcreate?<ept i='1'>{}</ept></seg>
414,<bpt i='1' type='bold'>{}</bpt>Transcreate?<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>¿Transcrear?<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>No!<ept i='1'>{}</ept></seg>,"<seg>When you google “professional translation”, you find different concepts: translation, localization or transcreation.</seg>"
415,"When you google “professional translation”, you find different concepts: translation, localization or transcreation.",en,"Cuando busca por internet «traducción profesional», encuentra diferentes conceptos: traducción, localización o transcreación.",es,<seg><bpt i='1' type='bold'>{}</bpt>Transcreate?<ept i='1'>{}</ept></seg>,<seg>It is easy to feel lost.</seg>
416,It is easy to feel lost.,en,Es fácil sentirse perdido.,es,"<seg>When you google “professional translation”, you find different concepts: translation, localization or transcreation.</seg>","<seg>However, the answer is easy.</seg>"
417,"However, the answer is easy.",en,"Sin embargo, la respuesta es sencilla.",es,<seg>It is easy to feel lost.</seg>,<seg>It depends.</seg>
418,It depends.,en,Depende.,es,"<seg>However, the answer is easy.</seg>",<seg>You can use any of them depending on the content to translate:</seg>
419,You can use any of them depending on the content to translate:,en,Puede utilizar cualquiera de estas técnicas dependiendo del contexto a traducir.,es,<seg>It depends.</seg>,"<seg>If you need to translate instruction manuals for your line arrays, for example, <bpt i='1' type='bold'>{}</bpt>translation<ept i='1'>{}</ept> is enough.</seg>"
420,"If you need to translate instruction manuals for your line arrays, for example, <bpt i='1' type='bold'>{}</bpt>translation<ept i='1'>{}</ept> is enough.",en,"Si necesita traducir los manuales de instrucciones de sus <bpt i='1' type='italic'>{}</bpt>line arrays<ept i='1'>{}</ept>, por ejemplo, la <bpt i='2' type='bold'>{}</bpt>traducción<ept i='2'>{}</ept> es suficiente.",es,<seg>You can use any of them depending on the content to translate:</seg>,<seg>The target (translated text) needs to reflect all the information from the source (original text to translate).</seg>
421,The target (translated text) needs to reflect all the information from the source (original text to translate).,en,El destino (texto traducido) debe reflejar toda la información del origen (texto original a traducir).,es,"<seg>If you need to translate instruction manuals for your line arrays, for example, <bpt i='1' type='bold'>{}</bpt>translation<ept i='1'>{}</ept> is enough.</seg>","<seg>Your website should definitely be <bpt i='1' type='bold'>{}</bpt>localized<ept i='1'>{}</ept>, i.e., local nuances and cultural references of the market you are trying to reach should be taken into account.</seg>"
422,"Your website should definitely be <bpt i='1' type='bold'>{}</bpt>localized<ept i='1'>{}</ept>, i.e., local nuances and cultural references of the market you are trying to reach should be taken into account.",en,"Sin duda, su página web se tiene que <bpt i='1' type='bold'>{}</bpt>localizar<ept i='1'>{}</ept>, es decir, se deben tener en cuenta los matices locales y las referencias culturales del mercado al que intenta llegar.",es,<seg>The target (translated text) needs to reflect all the information from the source (original text to translate).</seg>,<seg>It should feel local in that market.</seg>
423,It should feel local in that market.,en,Debe parecer algo propio de ese mercado.,es,"<seg>Your website should definitely be <bpt i='1' type='bold'>{}</bpt>localized<ept i='1'>{}</ept>, i.e., local nuances and cultural references of the market you are trying to reach should be taken into account.</seg>","<seg>If you have a slogan or an ad based on a play on words, with catchy references, then you have to <bpt i='1' type='bold'>{}</bpt>transcreate<ept i='1'>{}</ept>!</seg>"
424,"If you have a slogan or an ad based on a play on words, with catchy references, then you have to <bpt i='1' type='bold'>{}</bpt>transcreate<ept i='1'>{}</ept>!",en,"Si tiene un eslogan o un anuncio basado en un juego de palabras, con referencias pegadizas, ¡entonces lo que necesita es <bpt i='1' type='bold'>{}</bpt>transcrear<ept i='1'>{}</ept>!",es,<seg>It should feel local in that market.</seg>,"<seg>You need to grasp the message, but adapt the content or even rewrite it completely so it works in the target language.</seg>"
425,"You need to grasp the message, but adapt the content or even rewrite it completely so it works in the target language.",en,"Además de captar el mensaje, necesita adaptar el contenido o incluso reescribirlo completamente para que funcione en la lengua de destino.",es,"<seg>If you have a slogan or an ad based on a play on words, with catchy references, then you have to <bpt i='1' type='bold'>{}</bpt>transcreate<ept i='1'>{}</ept>!</seg>",<seg>Creativity is essential in this case.</seg>
426,Creativity is essential in this case.,en,La creatividad es imprescindible en este caso.,es,"<seg>You need to grasp the message, but adapt the content or even rewrite it completely so it works in the target language.</seg>","<seg>If you have a large volume to translate --and not a large budget--, our advice would be to prioritize marketing content over technical content.</seg>"
427,"If you have a large volume to translate --and not a large budget--, our advice would be to prioritize marketing content over technical content.",en,"Si tiene un gran volumen para traducir (y un presupuesto más bien reducido), le recomendamos que priorice el contenido de marketing sobre el contenido técnico.",es,<seg>Creativity is essential in this case.</seg>,<seg>Start by making your brand visible in the market you want to reach.</seg>
428,Start by making your brand visible in the market you want to reach.,en,Empiece por darle visibilidad a su marca en el mercado al que quiere llegar.,es,"<seg>If you have a large volume to translate --and not a large budget--, our advice would be to prioritize marketing content over technical content.</seg>","<seg>Then, you can start by translating the support material for your latest products and progressively handle the rest.</seg>"
429,"Then, you can start by translating the support material for your latest products and progressively handle the rest.",en,Después puede optar por traducir el material de apoyo de sus últimos productos y encargarse del resto progresivamente.,es,<seg>Start by making your brand visible in the market you want to reach.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Finding the right translation team<ept i='1'>{}</ept></seg>
430,<bpt i='1' type='bold'>{}</bpt>Finding the right translation team<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Encontrar al equipo de traducción adecuado<ept i='1'>{}</ept>,es,"<seg>Then, you can start by translating the support material for your latest products and progressively handle the rest.</seg>","<seg>It is crucial to work with professional translators, but that’s not enough.</seg>"
431,"It is crucial to work with professional translators, but that’s not enough.",en,"Es indispensable trabajar con traductores profesionales, pero con eso no basta.",es,<seg><bpt i='1' type='bold'>{}</bpt>Finding the right translation team<ept i='1'>{}</ept></seg>,<seg>They also have to be specialized in the AV industry.</seg>
432,They also have to be specialized in the AV industry.,en,También deben especializarse en el sector audiovisual,es,"<seg>It is crucial to work with professional translators, but that’s not enough.</seg>","<seg>They have to be familiar with the main players (companies, associations, etc.), the main events (ISE, InfoComm, etc.) and the main media (AV Magazine, etc.).</seg>"
433,"They have to be familiar with the main players (companies, associations, etc.), the main events (ISE, InfoComm, etc.) and the main media (AV Magazine, etc.).",en,"y estar familiarizados con los principales agentes (empresas, asociaciones, etc.), los eventos más destacados (ISE, InfoComm, etc.) y los medios de comunicación más importantes (AV Magazine, etc.).",es,<seg>They also have to be specialized in the AV industry.</seg>,<seg>How can you make sure you have found the right team?</seg>
434,How can you make sure you have found the right team?,en,¿Cómo puede estar seguro de haber encontrado al equipo adecuado?,es,"<seg>They have to be familiar with the main players (companies, associations, etc.), the main events (ISE, InfoComm, etc.) and the main media (AV Magazine, etc.).</seg>",<seg>Test them!</seg>
435,Test them!,en,¡Póngalo a prueba!,es,<seg>How can you make sure you have found the right team?</seg>,"<seg>And not just with a plain translation, but also challenge them with writing or transcreation exercises, and check any skill you consider important.</seg>"
436,"And not just with a plain translation, but also challenge them with writing or transcreation exercises, and check any skill you consider important.",en,"Y no solo con una simple traducción, sino también con ejercicios de escritura o transcreación, y compruebe cualquier habilidad que considere importante.",es,<seg>Test them!</seg>,<seg>That’s how the top IT companies in the world test their translators.</seg>
437,That’s how the top IT companies in the world test their translators.,en,Así es como las mejores empresas de TI del mundo evalúan a sus traductores.,es,"<seg>And not just with a plain translation, but also challenge them with writing or transcreation exercises, and check any skill you consider important.</seg>",<seg>Monitor them!</seg>
438,Monitor them!,en,¡Supervíselo!,es,<seg>That’s how the top IT companies in the world test their translators.</seg>,"<seg>Have your team review their first few projects, and then share their feedback.</seg>"
439,"Have your team review their first few projects, and then share their feedback.",en,"Haga que su equipo revise sus primeros proyectos, y después comparta sus opiniones.",es,<seg>Monitor them!</seg>,<seg>Feedback is key!</seg>
440,Feedback is key!,en,¡La valoración es fundamental!,es,"<seg>Have your team review their first few projects, and then share their feedback.</seg>","<seg>The more feedback you send to a translation team, the better the translations will be: the more they will reflect your style and brand values.</seg>"
