id,source,target
document.mqxliff_892,Connect the fuel pump and gauge assembly connector and the fuel high-pressure hose.,"Conecte el conector del conjunto de la bomba del combustible y el indicador, y la manguera de alta presión de combustible."
document.mqxliff_893,Install the floor inspection lid.,Instale la tapa de inspección del suelo.
document.mqxliff_894,Return the floor carpet to the original condition.,Vuelva a colocar la alfombrilla del suelo como estaba anteriormente.
document.mqxliff_895,Install the rear scuff plate (LH) and second seat assembly.,Instale la placa de rozamiento trasera (IZQ) y el conjunto del asiento de la segunda fila.
document.mqxliff_896,DISASSEMBLY AND REASSEMBLY,DESMONTAJE Y MONTAJE
document.mqxliff_897,<6B3>,<6B3>
document.mqxliff_898,FUEL PUMP AND GAUGE ASSEMBLY,CONJUNTO DEL INDICADOR Y LA BOMBA DE COMBUSTIBLE
document.mqxliff_899,Disassembly steps,Procedimiento de desmontaje
document.mqxliff_900,Fuel gauge unit,Unidad del indicador de combustible
document.mqxliff_901,Clip,Clip
document.mqxliff_902,Sub tank assembly,Conjunto del depósito secundario
document.mqxliff_903,Spring,Muelle
document.mqxliff_904,Fuel pump wiring harness,Mazo de cables de la bomba de combustible
document.mqxliff_905,Fuel filter,Filtro de combustible
document.mqxliff_906,Fuel pump assembly,Conjunto de la bomba de combustible
document.mqxliff_907,O-ring,Junta tórica
document.mqxliff_908,Spacer,Separador
document.mqxliff_909,Fuel pressure regulator,Regulador de la presión de combustible
document.mqxliff_910,O-ring,Junta tórica
document.mqxliff_911,O-ring,Junta tórica
document.mqxliff_912,Spacer,Separador
document.mqxliff_913,Bracket,Soporte
document.mqxliff_914,Fuel flange and filter assembly,Conjunto de brida y filtro de combustible
document.mqxliff_915,REASSEMBLY SERVICE POINT,PUNTO DE REVISIÓN PARA EL MONTAJE
document.mqxliff_916,,
document.mqxliff_917,"To avoid twisting and damage, apply petrol before installation of the O-ring.","Para no retorcerla ni dañarla, aplique gasolina antes de instalar la junta tórica."
document.mqxliff_918,<4N16>REMOVAL AND INSTALLATION,<4N16>EXTRACCIÓN E INSTALACIÓN
document.mqxliff_919,note,nota
document.mqxliff_920,Start the engine and check that diagnosis code No. ,Arranque el motor y compruebe el código de diagnóstico n.° .
document.mqxliff_921,If diagnosis code No. ,Si se emite el código de diagnóstico n.°
document.mqxliff_922,Fuel filter removal steps,Procedimiento de extracción del filtro de combustible
document.mqxliff_923,Fuel filter bracket protector,Protector del soporte del filtro de combustible
document.mqxliff_924,Fuel hose A,Manguera de combustible A
document.mqxliff_925,Fuel hose B,Manguera de combustible B
document.mqxliff_926,Fuel temperature sensor connector connection,Conexión del conector del sensor de temperatura del combustible
document.mqxliff_927,Fuel pressure sensor connector connection,Conexión del conector del sensor de presión del combustible
document.mqxliff_928,PTC heater connector connection,Conexión del conector del calentador de PTC
document.mqxliff_929,Water level switch connector connection,Conexión del conector del interruptor del nivel de agua
document.mqxliff_930,"Fuel filter lid, fuel filter, fuel filter case and drain cap with water level switch assembly","Tapa del filtro de combustible, filtro de combustible, caja del filtro de combustible y tapón de drenaje con conjunto del interruptor de nivel de agua"
document.mqxliff_931,Fuel filter lid,Tapa del filtro de combustible
document.mqxliff_932,Fuel filter and O-ring,Filtro de combustible y junta tórica
document.mqxliff_933,Drain cap with water level switch,Tapón de drenaje con interruptor de nivel de agua
document.mqxliff_934,O-ring,Junta tórica
document.mqxliff_935,Fuel filter case,Caja del filtro de combustible
document.mqxliff_936,Fuel filter assembly and fuel filter bracket removal steps,Pasos para extraer el conjunto del filtro de combustible y el soporte del filtro de combustible
document.mqxliff_937,Fuel filter bracket protector,Protector del soporte del filtro de combustible
document.mqxliff_938,Fuel hose A,Manguera de combustible A
document.mqxliff_939,Fuel hose B,Manguera de combustible B
document.mqxliff_940,Fuel temperature sensor connector connection,Conexión del conector del sensor de temperatura del combustible
document.mqxliff_941,Fuel pressure sensor connector connection,Conexión del conector del sensor de presión del combustible
document.mqxliff_942,PTC heater connector connection,Conexión del conector del calentador de PTC
document.mqxliff_943,Water level switch connector connection,Conexión del conector del interruptor del nivel de agua
document.mqxliff_944,"Fuel filter lid, fuel filter, fuel filter case and drain cap with water level switch assembly","Tapa del filtro de combustible, filtro de combustible, caja del filtro de combustible y tapón de drenaje con conjunto del interruptor de nivel de agua"
document.mqxliff_945,Fuel filter lid,Tapa del filtro de combustible
document.mqxliff_946,Fuel filter and O-ring,Filtro de combustible y junta tórica
document.mqxliff_947,Drain cap with water level switch,Tapón de drenaje con interruptor de nivel de agua
document.mqxliff_948,O-ring,Junta tórica
document.mqxliff_949,Fuel filter case,Caja del filtro de combustible
document.mqxliff_950,Engine-ECU,ECU del motor
document.mqxliff_951,Fuel filter case bracket,Soporte de la caja del filtro de combustible
document.mqxliff_952,Fuel filter bracket,Soporte del filtro de combustible
document.mqxliff_953,REMOVAL SERVICE POINT,PUNTO DE SERVICIO PARA LA EXTRACCIÓN
document.mqxliff_954,,
document.mqxliff_955,caution,precaución
document.mqxliff_956,"When replacing the fuel filter, install the new O-rings those are provided with the fuel filter spare parts.","Al sustituir el filtro de combustible, instale las juntas tóricas nuevas con las piezas de repuesto del filtro de combustible."
document.mqxliff_957,O-ring on the fuel filter lid.,Junta tórica en la tapa del filtro de combustible.
document.mqxliff_958,O-ring on the drain cap with water level switch.,Junta tórica en el tapón de drenaje con el interruptor del nivel de agua.
document.mqxliff_959,Drain the fuel from the fuel filter assembly.,Vacíe el combustible del conjunto del filtro de combustible.
document.mqxliff_960,"Lift up the lifting tab part of the fuel filter lid, and insert special service tool ornament remover (",Levante la pestaña de elevación de la tapa del filtro de combustible e inserte el extractor de ornamentos (herramienta especial de mantenimiento) (
document.mqxliff_961,Remove fuel filter and O-ring from the fuel filter lid.,Extraiga el filtro de combustible y la junta tórica de la tapa del filtro de combustible.
document.mqxliff_962,INSTALLATION SERVICE POINTS,PUNTOS DE REVISIÓN DE LA INSTALACIÓN
document.mqxliff_963,,
document.mqxliff_964,caution,precaución
document.mqxliff_965,"When cleaning the fuel filter lid, cover the fuel temperature sensor connector, heater connector and water level switch with a plastic bag or the like to prevent the connectors from being wet.","Al limpiar la tapa del filtro de combustible, cubra el conector del sensor de temperatura del combustible, el conector del calentador y el interruptor de nivel de agua con una bolsa de plástico o algo similar para evitar que los conectores se humedan."
document.mqxliff_966,"Rinse the fuel and foreign matter contaminated to the fuel filter lid and fuel filter case with hot water, etc.","Retire el combustible y los materiales extraños contaminados en la tapa del filtro de combustible y en la caja del filtro de combustible con agua caliente, etc."
document.mqxliff_967,caution,precaución
document.mqxliff_968,"When replacing the fuel filter, install the new O-rings those are provided with the fuel filter spare parts.","Al sustituir el filtro de combustible, instale las juntas tóricas nuevas con las piezas de repuesto del filtro de combustible."
document.mqxliff_969,O-ring on the fuel filter lid.,Junta tórica en la tapa del filtro de combustible.
document.mqxliff_970,O-ring on the drain cap with water level switch.,Junta tórica en el tapón de drenaje con el interruptor del nivel de agua.
document.mqxliff_971,Be careful not to damage the O-ring when tightening the fuel filter lid bolts to the specified torque.,Procure no dañar la junta tórica al apretar los pernos de la tapa del filtro de combustible al par especificado.
document.mqxliff_972,A damaged O-ring can cause water leakage.,Una junta tórica dañada puede provocar fugas de agua.
document.mqxliff_973,"Install the fuel filter and O-ring to the fuel filter lid, and then install it to the fuel filter case.",Instale el filtro de combustible y la junta tórica en la tapa del filtro de combustible y colóquelos en la caja del filtro de combustible.
document.mqxliff_974,Tighten the fuel filter lid bolts to the specified torque.,Apriete los pernos de la tapa del filtro de combustible al par especificado.
document.mqxliff_975,Tightening torque:,Par de apriete:
document.mqxliff_976,8.0 ± 1.6 N·m,"8,0 ± 1,6 N·m"
document.mqxliff_977,CHECK SUSPENSION SYSTEM FOR DAMAGE AND LOOSENESS,COMPROBACIÓN DEL ESTADO DEL SISTEMA DE SUSPENSIÓN
document.mqxliff_978,Check each portion of suspension for damage visually.,Inspeccione visualmente cada parte de la suspensión para ver si presenta daños.
document.mqxliff_979,Check each installation bolt and nut for looseness by spanner or similar tool.,Compruebe si cada uno de los pernos y tuercas de instalación están flojos mediante una llave inglesa o una herramienta similar.
document.mqxliff_980,"CHECK SUSPENSION ARM BALL JOINTS FOR PLAY, AND DUST COVERS FOR DAMAGE",COMPROBACIÓN DEL JUEGO EN LAS JUNTAS ESFÉRICAS DE LOS BRAZOS DE SUSPENSIÓN Y DEL ESTADO DE LAS CUBIERTAS GUARDAPOLVOS
document.mqxliff_981,BALL JOINTS FOR PLAY,JUEGO DE LAS JUNTAS ESFÉRICAS
document.mqxliff_982,"With the vehicle unladen, check the top end of tyre for the amount of movement.","Con el vehículo descargado, compruebe la cantidad de movimiento en el extremo superior del neumático."
document.mqxliff_983,Remove the stabilizer link from the lower arm.,Retire la articulación de la barra estabilizadora del conjunto del brazo inferior.
document.mqxliff_984,Jack up the lower arm and move the bottom of tyre to check the amount of movement.,Levante el brazo inferior y mueva la parte inferior del neumático para comprobar la cantidad de movimiento.
document.mqxliff_985,DUST COVERS FOR DAMAGE,COMPROBACIÓN DEL ESTADO DE LOS GUARDAPOLVOS
document.mqxliff_986,Press the lower arm ball joint cover with your finger to check that there are no cracks or damage in the lower arm ball joint cover.,Empuje el cubrejuntas esférico con el dedo para comprobar que no tiene grietas ni daños de otro tipo.
document.mqxliff_987,"If the lower arm ball joint cover is cracked or damaged, replace the lower arm ball joint assembly.","Si el guarda cubrejuntas esférico del brazo inferior presenta fisuras o está dañado, cambie el conjunto de la junta esférica del brazo inferior."
document.mqxliff_988,note,nota
document.mqxliff_989,"If the lower arm ball joint cover is cracked or damaged, it is possible that there may also be damage to the ball joint.","Si el cubrejuntas esférico del brazo inferior está cuarteado o dañado, es posible que existan también daños en la junta esférica."
document.mqxliff_990,Press the upper arm ball joint cover with your finger to check that there are no cracks or damage in the upper arm ball joint cover.,Empuje el cubrejuntas esférico del brazo superior con el dedo para comprobar que no hay grietas ni daños de otro tipo.
